tract,no_vehicle_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037550502,2.6,District 4,City of Downey,SPA 7 - East,6707,19080365.59,19097.51236
06037550601,3.7,District 4,City of Downey,SPA 7 - East,6708,12597238.07,14540.73428
06037550602,2.3,District 4,City of Downey,SPA 7 - East,6709,15892866.73,16652.64918
06037550700,6.7,District 4,City of Downey,SPA 7 - East,6710,24034965.83,22001.47555
06037550801,6,District 4,City of Downey,SPA 7 - East,6711,17146127.47,17067.41533
06037550802,2.8,District 4,City of Downey,SPA 7 - East,6712,14111554.73,16671.21051
06037550901,9.4,District 4,City of Downey,SPA 7 - East,6713,12121672.73,14921.29767
06037550902,3.9,District 4,City of Downey,SPA 7 - East,6714,10390876.51,13985.48179
06037551001,9.3,District 4,City of Downey,SPA 7 - East,6715,15570760.05,20595.78536
06037551002,5.5,District 4,City of Downey,SPA 7 - East,6716,10400175.24,14558.58491
06037551101,16.5,District 4,City of Downey,SPA 7 - East,6717,18152372.7,22001.44711
06037551102,8,District 4,City of Downey,SPA 7 - East,6718,18194760.67,20639.21917
06037551201,8.8,District 4,City of Downey,SPA 7 - East,6719,8496715.025,12889.55912
06037551203,1,District 4,City of Downey,SPA 7 - East,6720,7753416.595,12019.42316
06037551204,1.1,District 4,City of Downey,SPA 7 - East,6721,7325192.14,12366.26786
06037551300,5.6,District 4,City of Downey,SPA 7 - East,6722,16481038.47,16608.27823
06037551401,5.5,District 4,City of Downey,SPA 7 - East,6723,7804581.626,11613.87226
06037551402,6.7,District 4,City of Downey,SPA 7 - East,6724,12412681.13,13869.8109
06037551501,1.3,District 4,City of Downey,SPA 7 - East,6725,15877480.24,18161.24325
06037551502,0.6,District 4,City of Downey,SPA 7 - East,6726,11892084.74,18153.45929
06037551700,1.3,District 4,City of Downey,SPA 7 - East,6727,13959275.82,15819.02483
06037551801,3.8,District 4,City of Downey,SPA 7 - East,6728,12238697.86,14488.7257
06037551802,0.8,District 4,City of Downey,SPA 7 - East,6729,11729445.74,14314.8751
06037551900,5.5,District 4,City of Norwalk,SPA 7 - East,6730,16971383.21,17231.94258
06037552001,2.5,District 4,City of Norwalk,SPA 7 - East,6731,8648760.938,12379.15549
06037552002,1.7,District 4,City of Norwalk,SPA 7 - East,6732,7605776.694,11545.82178
06037552100,12.2,District 4,City of Norwalk,SPA 7 - East,6733,15708766.12,17478.73174
06037552200,12.3,District 4,City of Norwalk,SPA 7 - East,6734,18198852.32,22277.29754
06037552301,3.4,District 4,City of Norwalk,SPA 7 - East,6735,13588867.17,16791.41704
06037552302,4.7,District 4,City of Norwalk,SPA 7 - East,6736,10335475.79,14397.35564
06037552400,4.8,District 4,City of Norwalk,SPA 7 - East,6737,10037284.09,15552.80822
06037552601,4.5,District 4,City of Norwalk,SPA 7 - East,6738,7673132.596,11093.46874
06037552602,7.1,District 4,City of Norwalk,SPA 7 - East,6739,14734955.83,16483.16845
06037552700,2.5,District 4,City of Norwalk,SPA 7 - East,6740,14794071.43,16499.97149
06037552800,3.9,District 4,City of Norwalk,SPA 7 - East,6741,13937490,15858.60569
06037552900,7.4,District 4,City of Norwalk,SPA 7 - East,6742,14079255.84,15981.49394
06037553000,0.4,District 4,City of Norwalk,SPA 7 - East,6743,13494465.86,15927.1982
06037553100,2.7,District 4,City of Bellflower,SPA 7 - East,6744,22287454.57,22723.95986
06037553201,2.7,District 4,City of Bellflower,SPA 7 - East,6745,11186608.62,15522.99269
06037553202,4.6,District 4,City of Bellflower,SPA 7 - East,6746,9413019.942,12611.90966
06037553300,2.3,District 4,City of Bellflower,SPA 7 - East,6747,9090028.538,14173.45315
06037553400,7.5,District 4,City of Downey,SPA 7 - East,6748,7852177.225,11691.35279
06037553502,1,District 4,City of Paramount,SPA 6 - South,6749,13673056.46,15405.15223
06037553503,7,District 4,City of Paramount,SPA 6 - South,6750,4503463.56,9347.986097
06037553504,7.8,District 4,City of Paramount,SPA 6 - South,6751,6869951.409,13764.80234
06037553601,8.6,District 4,City of Paramount,SPA 6 - South,6752,23583245.27,27523.70994
06037553602,5.4,District 4,City of Paramount,SPA 6 - South,6753,6523993.184,10711.6228
06037553701,1.2,District 4,City of Paramount,SPA 6 - South,6754,11776952.25,18525.65701
06037553702,4.1,District 4,City of Paramount,SPA 6 - South,6755,9912281.257,18715.05972
06037553801,2.1,District 4,City of Paramount,SPA 6 - South,6756,13961328.1,15835.87568
06037553802,6.9,District 4,City of Paramount,SPA 6 - South,6757,18864472.1,24007.13017
06037553901,1.5,District 4,City of Paramount,SPA 6 - South,6758,13759742.72,15765.00081
06037553902,4,District 4,City of Paramount,SPA 6 - South,6759,11292402.41,14601.41232
06037554001,1,District 4,City of Bellflower,SPA 7 - East,6760,11657226.05,16104.8824
06037554002,9.1,District 4,City of Bellflower,SPA 7 - East,6761,13695815.56,20504.10852
06037554101,4.7,District 4,City of Bellflower,SPA 7 - East,6762,5099467.128,12581.12377
06037554105,14.8,District 4,City of Bellflower,SPA 7 - East,6763,3630042.885,10098.69914
06037554106,4,District 4,City of Bellflower,SPA 7 - East,6764,7898779.556,14101.83601
06037554201,4.2,District 4,City of Bellflower,SPA 7 - East,6765,10425184.89,13180.81721
06037554203,10.5,District 4,City of Bellflower,SPA 7 - East,6766,7401565.631,13779.58378
06037554204,8.4,District 4,City of Bellflower,SPA 7 - East,6767,7083446.566,12958.70684
06037554301,2.9,District 4,City of Bellflower,SPA 7 - East,6768,7354823.084,14096.05419
06037554302,4,District 4,City of Bellflower,SPA 7 - East,6769,7734167.792,11110.40911
06037554403,6.7,District 4,City of Bellflower,SPA 7 - East,6770,9054940.568,12172.29847
06037554404,9.4,District 4,City of Bellflower,SPA 7 - East,6771,9057183.715,12141.95927
06037554405,4.2,District 4,City of Bellflower,SPA 7 - East,6772,8243968.051,11663.70151
06037554406,9.7,District 4,City of Bellflower,SPA 7 - East,6773,11843606.13,15823.94897
06037554511,0.6,District 4,City of Cerritos,SPA 7 - East,6774,25500450.74,19924.5259
06037554512,1.9,District 4,City of Cerritos,SPA 7 - East,6775,41280601.78,26483.44214
06037554513,3.4,District 4,City of Cerritos,SPA 7 - East,6776,6098722.894,10454.32991
06037554514,5.4,District 4,City of Cerritos,SPA 7 - East,6777,16176243.27,21347.01584
06037554515,5.3,District 4,City of Cerritos,SPA 7 - East,6778,12851928.1,15770.74132
06037554516,0.8,District 4,City of Cerritos,SPA 7 - East,6779,15556503.89,21274.22741
06037554517,3.6,District 4,City of Cerritos,SPA 7 - East,6780,14217667.94,15905.08917
06037554518,0.4,District 4,City of Cerritos,SPA 7 - East,6781,19389029.95,21218.41299
06037554519,6.1,District 4,City of Cerritos,SPA 7 - East,6782,18666939.58,19500.86681
06037554521,3.5,District 4,City of Cerritos,SPA 7 - East,6783,53522202.01,37625.83975
06037554522,1.1,District 4,City of Cerritos,SPA 7 - East,6784,23495020.11,20677.85514
06037554600,3.2,District 4,City of Norwalk,SPA 7 - East,6785,11352667.3,14455.32165
06037554700,2.8,District 4,City of Norwalk,SPA 7 - East,6786,8629341.538,13793.11287
06037554801,2.7,District 4,City of Artesia,SPA 7 - East,6787,9697516.661,14814.5067
06037554802,3.5,District 4,City of Artesia,SPA 7 - East,6788,16564740.97,19053.25803
06037554900,4.9,District 4,City of Artesia,SPA 7 - East,6789,18985472.49,24614.41401
06037555001,6.1,District 4,City of Lakewood,SPA 7 - East,6790,13975507.49,17304.57582
06037555002,4.3,District 4,City of Lakewood,SPA 7 - East,6791,9811588.183,12787.44547
06037555105,2.7,District 4,City of Lakewood,SPA 7 - East,6792,11763459.91,18262.11111
06037555106,9.3,District 4,City of Hawaiian Gardens,SPA 7 - East,6793,9736114.048,14053.18659
06037555107,5.2,District 4,City of Lakewood,SPA 7 - East,6794,13575467.34,17906.14938
06037555202,3.9,District 4,City of Long Beach,SPA 8 - South Bay,6795,11900695.84,17416.30523
06037555211,10.6,District 4,City of Hawaiian Gardens,SPA 7 - East,6796,8568238.059,11592.31336
06037555212,4.8,District 4,City of Hawaiian Gardens,SPA 7 - East,6797,8705423.117,14023.78826
06037555300,5.9,District 4,City of Norwalk,SPA 7 - East,6798,18377893.74,20436.37235
06037570001,3.9,District 4,City of Lakewood,SPA 7 - East,6799,16454104.31,17390.48048
06037570002,0.9,District 4,City of Lakewood,SPA 7 - East,6800,8380446.007,11629.35018
06037570003,1.9,District 4,City of Lakewood,SPA 7 - East,6801,12398713.81,14132.8507
06037570100,2.2,District 4,City of Long Beach,SPA 8 - South Bay,6802,12303443.02,14342.92043
06037570202,0.8,District 4,City of Long Beach,SPA 8 - South Bay,6803,18050068.95,18978.06625
06037570203,7.8,District 4,City of Long Beach,SPA 8 - South Bay,6804,14016477.95,15892.37636
06037570204,17.3,District 4,City of Long Beach,SPA 8 - South Bay,6805,5895146.222,9702.862491
06037570303,6.8,District 4,City of Long Beach,SPA 8 - South Bay,6806,6681831.954,11363.10858
06037570304,13.6,District 4,City of Long Beach,SPA 8 - South Bay,6807,6113943.855,13647.52019
06037570305,12.8,District 4,City of Long Beach,SPA 8 - South Bay,6808,7901710.936,17570.47432
06037570306,3.2,District 4,City of Long Beach,SPA 8 - South Bay,6809,5011419.8,8775.117689
06037570402,6.2,District 4,City of Long Beach,SPA 8 - South Bay,6810,16425369.46,20070.30238
06037570403,3.5,District 4,City of Long Beach,SPA 8 - South Bay,6811,6227049.162,10327.23211
06037570404,1.8,District 4,City of Long Beach,SPA 8 - South Bay,6812,9204178.938,15535.92936
06037570502,2.7,District 4,City of Long Beach,SPA 8 - South Bay,6813,21508629.91,19952.34437
06037570503,5.5,District 4,City of Long Beach,SPA 8 - South Bay,6814,5800067.174,9875.507798
06037570504,0.2,District 4,City of Long Beach,SPA 8 - South Bay,6815,10190243.11,12936.59589
06037570601,5.8,District 4,City of Long Beach,SPA 8 - South Bay,6816,8491036.57,12281.2877
06037570602,7.9,District 4,City of Long Beach,SPA 8 - South Bay,6817,11244330.82,14070.61589
06037570603,16.1,District 4,City of Long Beach,SPA 8 - South Bay,6818,7901030.301,12102.71628
06037570701,11.3,District 4,City of Lakewood,SPA 7 - East,6819,19193911.96,21014.26691
06037570703,3.9,District 4,City of Lakewood,SPA 7 - East,6820,9974800.826,13305.07664
06037570800,3.7,District 4,City of Lakewood,SPA 7 - East,6821,25706431.95,20305.94371
06037570901,1.5,District 4,City of Lakewood,SPA 7 - East,6822,19542145.56,18380.01186
06037570902,2.9,District 4,City of Lakewood,SPA 7 - East,6823,11370424.95,14163.3964
06037571000,0.4,District 4,City of Lakewood,SPA 7 - East,6824,18914634.79,17770.61072
06037571101,4,District 4,City of Lakewood,SPA 7 - East,6825,14259406.52,15899.84938
06037571102,0.7,District 4,City of Lakewood,SPA 7 - East,6826,13536501.76,15649.40551
06037571201,2.1,District 4,City of Long Beach,SPA 8 - South Bay,6827,14061017.43,15897.90084
06037571202,7.1,District 4,City of Long Beach,SPA 8 - South Bay,6828,14133828.51,15966.25113
06037571300,5,District 4,City of Lakewood,SPA 7 - East,6829,22554344.49,19057.76685
06037571400,3.4,District 4,City of Lakewood,SPA 7 - East,6830,20610956.77,24514.79614
06037571502,6,District 4,City of Long Beach,SPA 8 - South Bay,6831,14824914.83,16163.03749
06037571504,3.2,District 4,City of Long Beach,SPA 8 - South Bay,6832,16269595.5,16683.66735
06037571505,0,District 4,City of Long Beach,SPA 8 - South Bay,6833,7066464.326,11043.48463
06037571600,30.4,District 4,City of Long Beach,SPA 8 - South Bay,6834,2948284.62,8703.078858
06037571701,5.4,District 4,City of Long Beach,SPA 8 - South Bay,6835,20468347.84,24179.48306
06037571703,23.2,District 4,City of Long Beach,SPA 8 - South Bay,6836,4297657.093,9580.070128
06037571704,2,District 4,City of Long Beach,SPA 8 - South Bay,6837,5261377.762,10263.8092
06037571800,3.2,District 4,City of Long Beach,SPA 8 - South Bay,6838,30461119.09,26483.27376
06037571900,6.3,District 4,City of Long Beach,SPA 8 - South Bay,6839,20779542.51,23717.18836
06037572001,1.5,District 4,City of Long Beach,SPA 8 - South Bay,6840,18265768.07,19000.06886
06037572201,10.4,District 4,City of Long Beach,SPA 8 - South Bay,6841,16763496.08,17928.04135
06037572202,6.2,District 4,City of Long Beach,SPA 8 - South Bay,6842,16716907.16,17967.64066
06037572301,2.9,District 4,City of Long Beach,SPA 8 - South Bay,6843,8799273.812,19254.05969
06037572500,31,District 4,City of Long Beach,SPA 8 - South Bay,6844,6318479.396,10645.71286
06037572600,4.6,District 4,City of Long Beach,SPA 8 - South Bay,6845,13699086.33,15715.21715
06037572700,6.8,District 4,City of Long Beach,SPA 8 - South Bay,6846,11548173.49,14016.33428
06037573002,18.2,District 4,City of Long Beach,SPA 8 - South Bay,6847,3495529.131,7924.883921
06037573003,5.4,District 4,City of Long Beach,SPA 8 - South Bay,6848,4833257.3,9038.536093
06037573004,16.3,District 4,City of Long Beach,SPA 8 - South Bay,6849,4424126.077,8641.296992
06037573101,16.4,District 4,City of Long Beach,SPA 8 - South Bay,6850,5668533.253,11221.34818
06037573102,4.7,District 4,City of Long Beach,SPA 8 - South Bay,6851,7161305.212,12334.86822
06037573201,11.3,District 4,City of Long Beach,SPA 8 - South Bay,6852,6477832.984,10359.89347
06037573202,8.7,District 4,City of Long Beach,SPA 8 - South Bay,6853,6988034.522,10572.60388
06037573300,8.8,District 4,City of Long Beach,SPA 8 - South Bay,6854,8440377.674,13242.16283
06037573401,5.1,District 4,City of Signal Hill,SPA 7 - East,6855,11251709.4,18099.17332
06037573402,7.1,District 4,City of Signal Hill,SPA 7 - East,6856,31833064.51,33820.29295
06037573403,0.6,District 4,City of Signal Hill,SPA 7 - East,6857,18114879.98,26371.26382
06037573601,0.4,District 4,City of Long Beach,SPA 8 - South Bay,6858,40166987.43,32290.34453
06037573700,1,District 4,City of Long Beach,SPA 8 - South Bay,6859,19561608.48,18414.03819
06037573800,0,District 4,City of Long Beach,SPA 8 - South Bay,6860,16512665.16,17842.72591
06037573902,6.3,District 4,City of Long Beach,SPA 8 - South Bay,6861,7633475.573,13789.27769
06037574000,1.2,District 4,City of Long Beach,SPA 8 - South Bay,6862,19601775.42,19140.81759
06037574100,1.6,District 4,City of Long Beach,SPA 8 - South Bay,6863,19757131.97,20327.25295
06037574201,4.4,District 4,City of Long Beach,SPA 8 - South Bay,6864,13932148.33,15839.09058
06037574202,3.8,District 4,City of Long Beach,SPA 8 - South Bay,6865,14496048.4,19906.59296
06037574300,2.5,District 4,City of Long Beach,SPA 8 - South Bay,6866,26792225.67,25085.07172
06037574400,2.1,District 4,City of Long Beach,SPA 8 - South Bay,6867,36726898.33,24306.82834
06037574500,4,District 4,City of Long Beach,SPA 8 - South Bay,6868,29372124.54,24936.9611
06037574602,1.4,District 4,City of Long Beach,SPA 8 - South Bay,6869,6336457.193,10039.3748
06037574800,5.1,District 4,City of Long Beach,SPA 8 - South Bay,6870,11891240.76,15282.41108
06037574901,0.5,District 4,City of Long Beach,SPA 8 - South Bay,6871,14319290.49,16741.6755
06037574902,6.1,District 4,City of Long Beach,SPA 8 - South Bay,6872,8657349.681,12945.89336
06037575001,6.5,District 4,City of Long Beach,SPA 8 - South Bay,6873,10407765.32,18146.48331
06037575002,8.5,District 4,City of Long Beach,SPA 8 - South Bay,6874,10329955.35,14700.26017
06037575101,13.1,District 4,City of Long Beach,SPA 8 - South Bay,6875,4540405.609,10064.20601
06037575102,19.4,District 4,City of Long Beach,SPA 8 - South Bay,6876,4364864.748,9257.548286
06037575103,9.1,District 4,City of Long Beach,SPA 8 - South Bay,6877,5172365.601,9179.183563
06037575201,18.5,District 4,City of Long Beach,SPA 8 - South Bay,6878,6099628.639,10556.72139
06037575202,14.9,District 4,City of Long Beach,SPA 8 - South Bay,6879,4347717.872,9231.961735
06037575300,25.8,District 4,City of Long Beach,SPA 8 - South Bay,6880,6978915.109,10568.23994
06037575401,16.3,District 4,City of Long Beach,SPA 8 - South Bay,6881,9606072.025,12582.57706
06037575402,18.6,District 4,City of Long Beach,SPA 8 - South Bay,6882,3489119.724,7932.171312
06037575801,11,District 4,City of Long Beach,SPA 8 - South Bay,6883,4667833.096,8610.169178
06037575802,23.7,District 4,City of Long Beach,SPA 8 - South Bay,6884,3457761.88,7901.879811
06037575803,40.1,District 4,City of Long Beach,SPA 8 - South Bay,6885,2148303.48,6905.165162
06037575901,14.7,District 4,City of Long Beach,SPA 8 - South Bay,6886,5253183.304,9691.585995
06037575902,23.4,District 4,City of Long Beach,SPA 8 - South Bay,6887,3769688.315,7831.542817
06037576001,12.6,District 4,City of Long Beach,SPA 8 - South Bay,6888,35612732.43,24939.52831
06037576200,24.6,District 4,City of Long Beach,SPA 8 - South Bay,6889,7523699.572,11203.18117
06037576301,10.4,District 4,City of Long Beach,SPA 8 - South Bay,6890,5902568.208,9752.410405
06037576302,15.3,District 4,City of Long Beach,SPA 8 - South Bay,6891,3481279.561,7918.166392
06037576401,19.8,District 4,City of Long Beach,SPA 8 - South Bay,6892,3486538.017,7927.830952
06037576402,10.1,District 4,City of Long Beach,SPA 8 - South Bay,6893,3496429.068,7929.782994
06037576403,7.5,District 4,City of Long Beach,SPA 8 - South Bay,6894,3496614.596,7934.475749
06037576501,17.2,District 4,City of Long Beach,SPA 8 - South Bay,6895,3126426.738,7289.417943
06037576502,13.9,District 4,City of Long Beach,SPA 8 - South Bay,6896,3266094.03,7841.076225
06037576503,11.3,District 4,City of Long Beach,SPA 8 - South Bay,6897,3410062.33,7724.228011
06037576601,14.1,District 4,City of Long Beach,SPA 8 - South Bay,6898,3997982.701,11058.1333
06037576602,9.7,District 4,City of Long Beach,SPA 8 - South Bay,6899,4582748.315,8982.30752
06037576700,4.6,District 4,City of Long Beach,SPA 8 - South Bay,6900,7446345.982,11160.75655
06037576801,18.8,District 4,City of Long Beach,SPA 8 - South Bay,6901,5534392.751,9942.309466
06037576802,2.2,District 4,City of Long Beach,SPA 8 - South Bay,6902,5039180.014,9265.760064
06037576901,7.7,District 4,City of Long Beach,SPA 8 - South Bay,6903,4790769.08,9245.498108
06037576903,12.7,District 4,City of Long Beach,SPA 8 - South Bay,6904,3499661.29,7937.491485
06037576904,5.7,District 4,City of Long Beach,SPA 8 - South Bay,6905,3938348.285,8609.260142
06037577000,1.3,District 4,City of Long Beach,SPA 8 - South Bay,6906,19912398.53,21697.12839
06037577100,4.2,District 4,City of Long Beach,SPA 8 - South Bay,6907,13074533.51,14525.90568
06037577200,4.6,District 4,City of Long Beach,SPA 8 - South Bay,6908,9192742.527,13068.70835
06037577300,2.7,District 4,City of Long Beach,SPA 8 - South Bay,6909,8753222.143,12674.19479
06037577400,5.2,District 4,City of Long Beach,SPA 8 - South Bay,6910,6943339.919,11769.67527
06037577501,4.1,District 4,City of Long Beach,SPA 8 - South Bay,6911,14579156.78,15299.80996
06037577504,4.6,District 4,City of Long Beach,SPA 8 - South Bay,6912,6017112.857,16934.85573
06037577602,3.7,District 4,City of Long Beach,SPA 8 - South Bay,6913,14927053.34,17289.63067
06037577604,1.4,District 4,City of Long Beach,SPA 8 - South Bay,6914,16578437.19,28779.3747
06037577605,2.9,District 4,City of Long Beach,SPA 8 - South Bay,6915,19689600.94,19854.48751
06037577606,4.2,District 4,City of Long Beach,SPA 8 - South Bay,6916,12469864.71,17491.41835
06037577700,7.8,District 4,City of Long Beach,SPA 8 - South Bay,6917,13616840.69,18926.20028
06037577800,0.4,District 4,City of Downey,SPA 7 - East,6918,18813760.96,22454.22453
06037577900,19,District 4,City of Long Beach,SPA 8 - South Bay,6919,19019660.03,20874.39187
06037578000,15,District 4,City of Long Beach,SPA 8 - South Bay,6920,19821795.44,22475.27245
06037578100,,District 4,City of Long Beach,SPA 8 - South Bay,6921,18516371.52,18912.70949
06037599000,25.4,District 4,City of Avalon,SPA 8 - South Bay,6922,35664503.17,28399.1163
06037599100,25.9,District 4,Unincorporated - Santa Catalina Island,SPA 8 - South Bay,6923,3698756367,554591.2599
06037600100,17.1,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,6924,8145826.702,12352.68032
06037600201,11.5,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,6925,6311706.882,11426.20451
06037600202,15.6,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,6926,8950420.441,14564.11253
06037600302,3.9,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,6927,8835937.301,11971.18731
06037600303,17.4,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,6928,3913791.059,9114.251171
06037600304,19.6,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,6929,4780190.866,9643.085392
06037600400,22.6,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,6930,10556116.56,16001.30303
06037600501,8.6,District 2,City of Inglewood,SPA 8 - South Bay,6931,7116461.409,10669.26543
06037600601,1.9,District 2,City of Inglewood,SPA 8 - South Bay,6932,6965455.273,10542.15348
06037600602,18.4,District 2,City of Inglewood,SPA 8 - South Bay,6933,7443353.866,10854.65517
06037600702,2.6,District 2,City of Inglewood,SPA 8 - South Bay,6934,26101481.88,23989.45696
06037600703,3.3,District 2,City of Inglewood,SPA 8 - South Bay,6935,5549320.959,10845.64441
06037600704,6.4,District 2,City of Inglewood,SPA 8 - South Bay,6936,10424291.02,12988.66724
06037600801,13.8,District 2,City of Inglewood,SPA 8 - South Bay,6937,10462808.55,13231.90326
06037600802,12.3,District 2,City of Inglewood,SPA 8 - South Bay,6938,20967942.39,20297.20764
06037600902,9,District 2,City of Inglewood,SPA 8 - South Bay,6939,8555265.363,13375.64407
06037600911,4.1,District 2,City of Inglewood,SPA 8 - South Bay,6940,7288004.776,11169.94978
06037600912,2.9,District 2,City of Inglewood,SPA 8 - South Bay,6941,11735596.76,15193.00044
06037601001,24.2,District 2,City of Inglewood,SPA 8 - South Bay,6942,9587666.713,13981.92818
06037601002,15.1,District 2,City of Inglewood,SPA 8 - South Bay,6943,6807170.247,11117.38156
06037601100,6.5,District 2,City of Inglewood,SPA 8 - South Bay,6944,6900459.722,10510.06167
06037601202,4.8,District 2,City of Inglewood,SPA 8 - South Bay,6945,7065105.553,10672.56284
06037601211,20.4,District 2,City of Inglewood,SPA 8 - South Bay,6946,6207755.752,10171.05305
06037601212,8.8,District 2,City of Inglewood,SPA 8 - South Bay,6947,6305633.373,10073.38321
06037601301,10,District 2,City of Inglewood,SPA 8 - South Bay,6948,6624762.414,10991.59161
06037601302,4.4,District 2,City of Inglewood,SPA 8 - South Bay,6949,13166448.84,19301.60327
06037601303,15.5,District 2,City of Inglewood,SPA 8 - South Bay,6950,4701154.505,8829.960974
06037601401,10.8,District 2,City of Inglewood,SPA 8 - South Bay,6951,16764605.21,18166.94518
06037601402,8.6,District 2,City of Inglewood,SPA 8 - South Bay,6952,10584717.57,13247.20224
06037601501,9.7,District 2,Unincorporated - Lennox,SPA 8 - South Bay,6953,5082364.584,10467.67108
06037601502,12,District 2,Unincorporated - Lennox,SPA 8 - South Bay,6954,5265980.213,11426.73317
06037601600,4.2,District 2,Unincorporated - Lennox,SPA 8 - South Bay,6955,9864465.688,12848.54196
06037601700,6.7,District 2,Unincorporated - Lennox,SPA 8 - South Bay,6956,8183626.183,12637.77768
06037601801,7.1,District 2,City of Inglewood,SPA 8 - South Bay,6957,5234143.033,10548.02331
06037601802,8.2,District 2,Unincorporated - Lennox,SPA 8 - South Bay,6958,5209348.672,10562.83329
06037601900,17.1,District 2,City of Inglewood,SPA 8 - South Bay,6959,7488280.683,11027.78321
06037602002,5,District 2,City of Hawthorne,SPA 8 - South Bay,6960,5727718.816,10581.82154
06037602003,6,District 2,City of Inglewood,SPA 8 - South Bay,6961,6730802.567,10333.1949
06037602103,7.5,District 2,City of Hawthorne,SPA 8 - South Bay,6962,8985975.416,11937.67948
06037602104,2.5,District 2,City of Hawthorne,SPA 8 - South Bay,6963,7983084.548,11593.06718
06037602105,8.8,District 2,City of Hawthorne,SPA 8 - South Bay,6964,6842892.301,10462.74911
06037602106,5.3,District 2,City of Hawthorne,SPA 8 - South Bay,6965,8816440.731,13275.39319
06037602201,1.2,District 2,Unincorporated - Del Aire,SPA 8 - South Bay,6966,17869424.33,19353.29204
06037602202,2.4,District 2,City of Hawthorne,SPA 8 - South Bay,6967,4955122.672,9580.40846
06037602301,5.6,District 2,Unincorporated - Wiseburn,SPA 8 - South Bay,6968,19163723.92,19200.40132
06037602302,2.5,District 2,City of Hawthorne,SPA 8 - South Bay,6969,21009975.58,22619.847
06037602402,0.6,District 2,City of Hawthorne,SPA 8 - South Bay,6970,14116815.59,17027.52261
06037602403,3.5,District 2,City of Hawthorne,SPA 8 - South Bay,6971,6321159.538,10061.29555
06037602404,8.4,District 2,City of Hawthorne,SPA 8 - South Bay,6972,6950852.014,11175.398
06037602504,6.5,District 2,City of Hawthorne,SPA 8 - South Bay,6973,3455759.321,7905.254186
06037602505,8.3,District 2,City of Hawthorne,SPA 8 - South Bay,6974,3484787.568,7912.835074
06037602506,13.1,District 2,City of Hawthorne,SPA 8 - South Bay,6975,3486330.842,7897.254293
06037602507,4.9,District 2,City of Hawthorne,SPA 8 - South Bay,6976,3475129.108,7912.087996
06037602510,14.2,District 2,City of Hawthorne,SPA 8 - South Bay,6977,3499786.679,7934.278614
06037602511,9.6,District 2,City of Hawthorne,SPA 8 - South Bay,6978,3781576.947,8374.22776
06037602512,1.8,District 2,Unincorporated - Hawthorne,SPA 8 - South Bay,6979,3145518.146,7641.463459
06037602513,13.3,District 2,City of Hawthorne,SPA 8 - South Bay,6980,19444024.96,21159.62718
06037602601,8.9,District 2,City of Gardena,SPA 8 - South Bay,6981,13982492.75,15873.80243
06037602602,3.2,District 2,City of Gardena,SPA 8 - South Bay,6982,6988441.275,10566.78058
06037602700,1.6,District 2,City of Hawthorne,SPA 8 - South Bay,6983,26741270.98,21485.90754
06037602801,24.5,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,6984,13492811.51,15760.4474
06037602802,2.5,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,6985,14412133.21,16013.20963
06037602900,6.6,District 2,City of Gardena,SPA 8 - South Bay,6986,30106415.88,27254.93261
06037603004,5.7,District 2,City of Gardena,SPA 8 - South Bay,6987,2438807.344,8205.620616
06037603005,4.4,District 2,City of Gardena,SPA 8 - South Bay,6988,7010468.774,10584.60853
06037603006,9.2,District 2,City of Gardena,SPA 8 - South Bay,6989,7390683.054,10957.64212
06037603007,7.2,District 2,City of Gardena,SPA 8 - South Bay,6990,7207514.779,14307.45466
06037603008,10.9,District 2,City of Gardena,SPA 8 - South Bay,6991,5025206.211,10814.92409
06037603101,6.1,District 2,City of Gardena,SPA 8 - South Bay,6992,9488447.977,12618.01281
06037603102,8.2,District 2,City of Gardena,SPA 8 - South Bay,6993,8013876.791,11371.00158
06037603200,7.6,District 2,City of Gardena,SPA 8 - South Bay,6994,12283479.73,21847.64174
06037603301,3,District 2,City of Gardena,SPA 8 - South Bay,6995,10497573.26,14152.68405
06037603302,3.1,District 2,City of Gardena,SPA 8 - South Bay,6996,12228413.07,15265.2986
06037603400,1.8,District 2,City of Gardena,SPA 8 - South Bay,6997,12212980.84,15582.42205
06037603500,0.7,District 2,City of Gardena,SPA 8 - South Bay,6998,8549668.771,13077.62301
06037603600,0.5,District 2,City of Gardena,SPA 8 - South Bay,6999,10083412.03,13097.10051
06037603702,1,District 2,Unincorporated - El Camino Village,SPA 8 - South Bay,7000,28046529.21,21737.97608
06037603703,0.6,District 2,City of Hawthorne,SPA 8 - South Bay,7001,7027787.937,10770.70131
06037603705,0,District 2,City of Hawthorne,SPA 8 - South Bay,7002,2958773.621,7392.656249
06037603706,18.8,District 2,Unincorporated - El Camino Village,SPA 8 - South Bay,7003,3992160.063,9930.368715
